text,label,original_intent,split
i need to report unauthorized activity on my card,escalate,report_fraud,val
"looks like my card is being used by someone else, report it",escalate,report_fraud,val
"there's something fishy on my card, report it",escalate,report_fraud,val
how do i report fraud on my chase bank card,escalate,report_fraud,val
"someone is charging my card for playstations, and it's not me! what do i do!",escalate,report_fraud,val
help! i'm a victim of credit card fraud!,escalate,report_fraud,val
i want to report fraud on my american express,escalate,report_fraud,val
where do i report fraud on my credit card,escalate,report_fraud,val
i want to report fraudulent activity on my mastercard,escalate,report_fraud,val
i want to report fraudulent activity on my quicksilver card,escalate,report_fraud,val
i want to report fraudulent activity on my capital one,escalate,report_fraud,val
i want to report fraudulent activity on my discover card,escalate,report_fraud,val
i want to report fraudulent activity on my visa,escalate,report_fraud,val
"i think there has been a fraud on my black visa card, can i report it",escalate,report_fraud,val
can you assist me on my fradulent activity on my chase card,escalate,report_fraud,val
an unauthorized transactions has been made on my gap card and i need to report it,escalate,report_fraud,val
"is there anyway, i can report a suspicious activity on my citi card",escalate,report_fraud,val
"i would like to report a fraud on my wells fargo card, please",escalate,report_fraud,val
by chance would it be possible to reserve me a hotel in afghanistan at the zoo for the 10th to the 15th,lead_intent,book_hotel,val
is it possible for a hotel to be booked by you for me in afghanistan at the zoo for the 10th to the 15th,lead_intent,book_hotel,val
could you book me a hotel in afghanistan at the zoo for the 10th to the 15th,lead_intent,book_hotel,val
could a hotel be booked for me in afghanistan at the zoo for the 10th to the 15th,lead_intent,book_hotel,val
can you reserve a hotel for myself a hotel in afghanistan at the zoo for the 10th to the 15th,lead_intent,book_hotel,val
i need to reserve a large room or suite for 2 couples for august 15th through august 18th in seattle,lead_intent,book_hotel,val
i need to book a hotel room or suite for 2 adults and 2 children in orlando for july 1st through 5th,lead_intent,book_hotel,val
i need a hotel room for 7 people in st louis for november 3rd through 5th,lead_intent,book_hotel,val
"i need a suite that can accommodate 3 adults and 1 child in san diego for may 15th, 16th, and 17th",lead_intent,book_hotel,val
show me a hotel in boise that has positive reviews,lead_intent,book_hotel,val
i need a hotel with good reviews in baltimore,lead_intent,book_hotel,val
find hotels in baltimore that have positive reviews,lead_intent,book_hotel,val
show me a hotel that has good reviews in kansas city,lead_intent,book_hotel,val
i am looking for a hotel in new york city that has good reviews,lead_intent,book_hotel,val
could you book me a hotel in tampa from may 2 to may 4,lead_intent,book_hotel,val
help me book a place to stay from may 2 to may 4 in tampa,lead_intent,book_hotel,val
can you make a reservation in tampa from may 2 to may 4,lead_intent,book_hotel,val
i want to book a hotel in tampa from may 2 to may 4,lead_intent,book_hotel,val
make me a reservation in tampa from may 2 to may 4,lead_intent,book_hotel,val
book a motel in uptown from march 3 to march 4,lead_intent,book_hotel,val
talk to me about where im at right now,faq,current_location,val
can you tell me where i am,faq,current_location,val
you need all five answers,faq,current_location,val
give me my gps coordinates,faq,current_location,val
pass me my gps coordinates,faq,current_location,val
i need to know what my gps coordinates are,faq,current_location,val
can you give me my gps coordinates,faq,current_location,val
so what are my current gps coordinates,faq,current_location,val
can you find the exact address for where i am currently,faq,current_location,val
tell me what to enter into my gps for my current location,faq,current_location,val
please tell me the address of my current location,faq,current_location,val
i need to know the name of my current location for the tow truck,faq,current_location,val
what is this place,faq,current_location,val
where exactly am i at the moment,faq,current_location,val
where am i at currently,faq,current_location,val
what location is this,faq,current_location,val
what are my coordinates,faq,current_location,val
where am i on gps,faq,current_location,val
latitude and longitude please,faq,current_location,val
"location currently, where",faq,current_location,val
what's is the current weather forecast,faq,weather,val
tell me the forecast,faq,weather,val
what's the weather like,faq,weather,val
what's the forecast for the day,faq,weather,val
i need to know the weather,faq,weather,val
weather forecast please,faq,weather,val
what's today's weather,faq,weather,val
i need to know today's forecast,faq,weather,val
is it going to rain tomorrow,faq,weather,val
what is the weather outside,faq,weather,val
what will be the weather tomorrow,faq,weather,val
what is the weather in atlanta,faq,weather,val
what is the weather in tokyo,faq,weather,val
what's the humidity today,faq,weather,val
what was the temperature yesterday,faq,weather,val
what's today's high and low,faq,weather,val
what's the weather today,faq,weather,val
what's the chance of rain,faq,weather,val
how cold is it in wisconsin today,faq,weather,val
can you tell the temperature it will tomorrow,faq,weather,val
quit talking,escalate,cancel,val
stop please,escalate,cancel,val
scrap,escalate,cancel,val
whats the procedure to cancel it,escalate,cancel,val
stop it,escalate,cancel,val
please abort the current process,escalate,cancel,val
cancel it,escalate,cancel,val
can you cancel it,escalate,cancel,val
hey ai cancel it now,escalate,cancel,val
cancel,escalate,cancel,val
command cancel,escalate,cancel,val
please stop it,escalate,cancel,val
abort it,escalate,cancel,val
how to cancel,escalate,cancel,val
i repeat cancel,escalate,cancel,val
please don't talk any further,escalate,cancel,val
don't talk anymore,escalate,cancel,val
i need you to stop talking,escalate,cancel,val
rescind,escalate,cancel,val
eliminate,escalate,cancel,val
how ya doin,ambiguous,greeting,val
how ya been,ambiguous,greeting,val
hows are ya,ambiguous,greeting,val
heyo,ambiguous,greeting,val
are you good,ambiguous,greeting,val
how is it going my friend,ambiguous,greeting,val
how you are,ambiguous,greeting,val
tell me how are you,ambiguous,greeting,val
hi what's up,ambiguous,greeting,val
hey what's up,ambiguous,greeting,val
hey how's it going,ambiguous,greeting,val
"hi, ai",ambiguous,greeting,val
"good morning, ai",ambiguous,greeting,val
how've you been,ambiguous,greeting,val
wassup,ambiguous,greeting,val
hey,ambiguous,greeting,val
hiya,ambiguous,greeting,val
how's it hanging,ambiguous,greeting,val
hi,ambiguous,greeting,val
hello,ambiguous,greeting,val
what may i call you,faq,what_is_your_name,val
what was your name again,faq,what_is_your_name,val
your name is,faq,what_is_your_name,val
whats your name by the way,faq,what_is_your_name,val
what's your name if i may ask,faq,what_is_your_name,val
what is your name by chance,faq,what_is_your_name,val
what is your names,faq,what_is_your_name,val
what exactly is your name,faq,what_is_your_name,val
what's the name i should use to talk to you,faq,what_is_your_name,val
what is your given name,faq,what_is_your_name,val
what's the name you like to be called,faq,what_is_your_name,val
what's the name you were given,faq,what_is_your_name,val
can i ask your name,faq,what_is_your_name,val
do you mind if i ask your name,faq,what_is_your_name,val
do you have a nickname,faq,what_is_your_name,val
what do you go by,faq,what_is_your_name,val
what do you call yourself,faq,what_is_your_name,val
i'd like to know your name,faq,what_is_your_name,val
your name please,faq,what_is_your_name,val
can i have your name,faq,what_is_your_name,val
can you find me a round trip flight from denver international to new york international on the 3rd through the 7th,lead_intent,book_flight,val
can you look for a denver international to new york international round trip flight for the 5th though 8th,lead_intent,book_flight,val
can you find me a flight from denver international to new york international on the 4th for under 700 dollars,lead_intent,book_flight,val
for under 700 i need a flight from denver international to new york international on the 3rd,lead_intent,book_flight,val
i need a flight from denver international to new york international round trip for the 4th though the 8th,lead_intent,book_flight,val
i want to find a round trip flight from denver international to new york international on the 8th to the 16th,lead_intent,book_flight,val
i need a flight from denver international to new york for under 700 on the 3rd,lead_intent,book_flight,val
i want to find a flight for under 700 on the 4th from denver international to new york international,lead_intent,book_flight,val
on the third i am looking for a flight for under 700 from denver international to new york international,lead_intent,book_flight,val
i need a flight from the 3rd to the 7th round rip from denver international to new york international,lead_intent,book_flight,val
find me a flight from philly to atl for june 5th to 8th,lead_intent,book_flight,val
